City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
rio cuarto,40,AR,1642701862,54,-33.1307,-64.3499,85.77,21.85
jaicos,2,BR,1642701862,20,-7.3592,-41.1378,100.35,3.2
neftekamsk,100,RU,1642701863,94,56.092,54.2703,12.87,8.77
parati,7,BR,1642701809,76,-23.2178,-44.7131,85.75,4.0
nelson bay,92,AU,1642701863,80,-32.7167,152.15,71.01,14.09
levokumka,75,RU,1642701863,79,44.2317,43.15,25.05,1.99
sao sebastiao,12,BR,1642701864,72,-23.76,-45.4097,83.98,4.18
havelock,100,US,1642701678,74,34.8791,-76.9013,65.98,7.0
maneadero,0,MX,1642701864,68,31.7167,-116.5667,68.18,6.22
carmarthen,14,GB,1642701734,77,51.8555,-4.3054,42.51,5.66
usta muhammad,0,PK,1642701865,47,28.1794,68.0445,63.73,6.62
kieta,100,PG,1642701865,82,-6.2167,155.6333,78.33,2.73
goundam,1,ML,1642701865,12,16.4145,-3.6708,74.86,11.01
uige,64,AO,1642701865,91,-7.6087,15.0613,68.74,1.34
sergeyevka,100,KZ,1642701463,95,53.88,67.4158,1.62,4.97
gamba,100,GA,1642701866,83,-2.65,10.0,77.2,4.36
seoul,0,KR,1642701492,86,37.5683,126.9778,20.64,2.3
vytegra,100,RU,1642701866,94,61.0064,36.4481,31.19,11.18
nouadhibou,99,MR,1642701867,64,20.931,-17.0347,67.42,9.35
juruti,73,BR,1642701867,41,-2.1522,-56.0922,92.8,6.6
vila do maio,88,CV,1642701867,78,15.1333,-23.2167,75.99,14.43
cabedelo,12,BR,1642701405,65,-6.9811,-34.8339,88.47,12.17
ormara,0,PK,1642701867,87,25.2088,64.6357,73.89,18.68
dabrowa tarnowska,77,PL,1642701868,69,50.1746,20.9863,31.53,19.77
kristiansund,75,NO,1642701868,60,63.1115,7.732,34.45,19.57
arecibo,27,PR,1642701868,68,18.4724,-66.7157,86.18,3.0
bilma,0,NE,1642701446,19,18.6853,12.9164,60.3,7.16
tukrah,21,LY,1642701869,66,32.5341,20.5791,54.1,11.45
umm kaddadah,5,SD,1642701487,16,13.6017,26.6876,59.54,13.02
yar,100,RU,1642701869,91,58.249,52.1026,19.67,14.03
launceston,18,AU,1642701869,93,-41.45,147.1667,52.16,5.75
lubbenau,84,DE,1642701870,68,51.8667,13.9667,31.91,15.66
krasnoselkup,90,RU,1642701870,94,65.7,82.4667,6.24,16.55
ugoofaaru,73,MV,1642701836,70,5.6667,73.0,81.45,9.35
azul,98,AR,1642701870,72,-36.777,-59.8585,76.33,10.63
olavarria,98,AR,1642701735,85,-36.8927,-60.3225,76.01,12.06
shirokiy,48,RU,1642701871,100,49.758,129.523,-27.08,2.62
provideniya,11,RU,1642701460,82,64.3833,-173.3,-12.05,6.2
tazovskiy,100,RU,1642701871,92,67.4667,78.7,7.92,15.12
kuliyapitiya,72,LK,1642701748,74,7.4688,80.0401,73.08,4.29
constantine,20,DZ,1642701872,70,36.365,6.6147,42.21,6.91
bairnsdale,4,AU,1642701814,95,-37.8333,147.6167,58.69,3.47
atar,65,MR,1642701498,10,20.5169,-13.0499,84.96,11.48
kainan,55,JP,1642701872,71,34.15,135.2,39.24,14.88
kaprijke,97,BE,1642701872,80,51.208,3.6273,40.03,13.94
jian,100,CN,1642701873,86,27.1172,114.9793,52.56,5.5
tabas,0,IR,1642701873,26,33.5959,56.9244,48.61,2.89
piranshahr,73,IR,1642701873,84,36.701,45.1413,2.61,4.88
eyl,56,SO,1642701462,73,7.9803,49.8164,76.3,17.45
atbasar,90,KZ,1642701874,98,51.8,68.3333,-4.4,5.46
kuldur,42,RU,1642701874,98,49.2167,131.6333,-13.2,4.61
meihekou,7,CN,1642701874,98,42.5272,125.6753,-8.1,2.75
roma,0,US,1642701875,57,43.2128,-75.4557,20.12,1.01
olafsvik,100,IS,1642701444,97,64.8945,-23.7142,43.95,24.72
uusikaupunki,98,FI,1642701875,71,60.8004,21.4084,27.12,22.55
port lincoln,100,AU,1642701542,67,-34.7333,135.8667,71.58,12.88
golden gate,75,US,1642701876,92,26.1879,-81.6951,78.98,5.75
palmer,75,US,1642701876,51,42.1584,-72.3287,35.58,4.0
guapo,98,BR,1642701876,43,-16.8306,-49.5319,89.98,2.71
sao joao da barra,16,BR,1642701392,80,-21.6403,-41.0511,87.89,11.16
ahuimanu,0,US,1642701877,83,21.4447,-157.8378,74.91,1.01
ambanja,100,MG,1642701877,97,-13.6833,48.45,73.51,1.05
east wenatchee bench,100,US,1642701738,93,47.4257,-120.2812,36.34,5.75
cradock,62,ZA,1642701877,32,-32.1642,25.6192,84.92,8.46
fuzhou,100,CN,1642701606,89,26.0614,119.3061,50.83,3.85
jiamusi,7,CN,1642701788,96,46.8333,130.35,-13.04,5.66
goderich,100,CA,1642701878,78,43.7501,-81.7165,15.91,15.28
laranjeiras do sul,9,BR,1642701878,24,-25.4078,-52.4161,95.18,2.8
jardim,56,BR,1642701878,45,-21.4803,-56.1381,89.35,4.0
ambon,100,ID,1642701879,82,-3.6954,128.1814,79.68,5.68
salalah,32,OM,1642701400,72,17.0151,54.0924,73.65,2.84
vao,85,NC,1642701879,85,-22.6667,167.4833,77.43,18.61
shache,0,CN,1642701521,31,38.4167,77.2406,34.72,5.64
celestun,5,MX,1642701512,60,20.8667,-90.4,81.03,5.32
lata,1,PT,1642701415,71,40.1629,-8.3327,56.8,3.4
jizan,41,SA,1642701880,65,17.3333,42.6667,75.29,11.12
pundaguitan,95,PH,1642701880,76,6.3711,126.1689,80.33,12.06
beitbridge,25,ZW,1642701880,44,-22.2167,30.0,78.93,12.84
burnie,12,AU,1642701409,95,-41.0667,145.9167,56.91,8.23
muisne,92,EC,1642701881,83,0.6,-80.0333,84.31,13.78
abha,0,SA,1642701881,87,18.2164,42.5053,52.05,8.05
dunedin,100,NZ,1642701449,81,-45.8742,170.5036,57.79,5.99
coxim,98,BR,1642701881,75,-18.5067,-54.76,82.02,2.82
dudinka,100,RU,1642701882,94,69.4058,86.1778,6.44,19.24
morristown,100,US,1642701882,79,36.214,-83.2949,36.7,9.22
victoria,84,HK,1642701379,84,22.2855,114.1577,64.38,1.99
estrela,25,BR,1642701882,34,-28.0611,-50.9383,90.41,2.48
ippy,39,CF,1642701625,23,6.2679,21.2247,83.17,3.76
qaqortoq,100,GL,1642701883,90,60.7167,-46.0333,32.5,21.14
srednekolymsk,40,RU,1642701494,99,67.45,153.6833,-40.43,2.68
kralendijk,75,BQ,1642701883,65,12.15,-68.2667,84.18,18.41
kokstad,20,ZA,1642701883,89,-30.5472,29.4241,63.99,3.27
iqaluit,20,CA,1642701445,68,63.7506,-68.5145,-20.31,1.99
kamenka,61,RU,1642701884,99,51.3223,42.7678,2.8,8.7
port macquarie,100,AU,1642701477,75,-31.4333,152.9167,64.36,11.65
bulaevo,89,KZ,1642701884,100,54.9056,70.4439,-6.52,5.59
asosa,43,ET,1642701885,30,10.0667,34.5333,64.56,4.54
canico,75,PT,1642701885,77,32.6333,-16.85,69.12,1.01
sur,7,OM,1642701479,84,22.5667,59.5289,73.67,9.08
deda,100,RO,1642701885,97,46.9333,24.9,30.97,5.59
tsaratanana,100,MG,1642701886,96,-16.7833,47.65,72.16,1.23
carutapera,25,BR,1642701521,68,-1.195,-46.02,84.9,8.39
coronado,0,US,1642701886,59,32.6859,-117.1831,74.68,0.0
karibib,93,NA,1642701886,81,-21.9333,15.8333,70.3,10.83
mpika,50,ZM,1642701887,96,-11.8343,31.4529,60.57,1.23
salinopolis,18,BR,1642701887,70,-0.6136,-47.3561,84.33,11.92
aban,82,RU,1642701887,100,56.67,96.06,-9.58,3.83
bubaque,83,GW,1642701349,73,11.2833,-15.8333,79.09,12.33
zaysan,100,KZ,1642701888,92,47.4667,84.8667,5.65,3.87
ellisras,85,ZA,1642701888,42,-23.6649,27.7443,79.83,0.87
almunecar,6,ES,1642701888,70,36.7339,-3.6907,56.71,2.86
vilyuysk,100,RU,1642701889,98,63.7553,121.6247,-0.2,3.49
sibu,40,MY,1642701452,100,2.3,111.8167,75.51,1.99
port moresby,94,PG,1642701657,92,-9.4431,147.1797,75.07,8.99
shestakovo,80,RU,1642701889,100,56.4915,103.96,-9.36,2.77
faanui,100,PF,1642701394,77,-16.4833,-151.75,81.45,21.54
bima,100,ID,1642701889,91,-8.4667,118.7167,75.96,1.72
inirida,61,CO,1642701890,47,3.8653,-67.9239,91.42,1.48
cape coast,65,GH,1642701890,60,5.1053,-1.2466,82.06,9.93
satu mare,40,RO,1642701890,93,47.8,22.8833,33.96,16.11
tilichiki,6,RU,1642701891,82,60.4667,166.1,-18.27,8.79
jalingo,53,NG,1642701891,16,8.8833,11.3667,77.05,5.68
kavali,59,IN,1642701640,77,14.9167,79.9833,72.41,7.07
kerema,99,PG,1642701892,89,-7.9631,145.7785,75.49,4.0
erzin,0,TR,1642701892,53,36.9559,36.2,41.72,3.98
alamos,85,MX,1642701892,35,27.0167,-108.9333,72.68,3.31
bud,58,US,1642701892,66,39.447,-86.1758,25.41,9.98
inuvik,100,CA,1642701893,98,68.3499,-133.7218,-23.03,8.9
aleksandrov gay,92,RU,1642701893,99,50.147,48.5704,12.06,2.82
ustka,79,PL,1642701847,51,54.5805,16.8619,31.6,26.28
ballina,89,AU,1642701893,1,-28.8667,153.5667,68.95,19.39
northam,12,GB,1642701894,70,51.0333,-4.2167,42.62,5.35
poum,28,NC,1642701540,76,-20.2333,164.0167,80.96,5.97
mumford,75,GH,1642701894,58,5.2618,-0.759,81.34,9.62
vredendal,0,ZA,1642701894,28,-31.6683,18.5012,77.77,17.45
kendari,98,ID,1642701821,88,-3.945,122.4989,75.96,6.76
araria,53,IN,1642701895,63,26.15,87.5167,58.26,5.3
korla,100,CN,1642701506,47,41.7597,86.1469,29.55,6.89
kudahuvadhoo,73,MV,1642701895,71,2.6708,72.8944,81.45,8.01
luganville,48,VU,1642701895,89,-15.5333,167.1667,78.93,3.89
pudozh,100,RU,1642701896,97,61.8099,36.5345,31.3,8.59
pipri,1,IN,1642701896,37,19.8,75.5333,69.69,8.32
